content_id,current_screen,current_text,problem_type,recommended_category,recommended_text,source_required,source_url,last_verified_at,notes
txt-08de22fd307e,YouNew/Views/ProvinceDirectoryView.swift:5553,Student Friendly,duplicate_exact_text,study,Reference canonical item txt-3aa97412c069; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-18aee3b4109e,YouNew/Views/ProvinceDirectoryView.swift:5553,Для студентов,duplicate_exact_text,explore,Reference canonical item txt-2639d3730f91; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-6ca6dfd2ca10,YouNew/Views/ProvinceDirectoryView.swift:5553,Спокойный,duplicate_exact_text,explore,Reference canonical item txt-3fd7aa9ff2e3; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-d4c33c76868a,YouNew/Views/ProvinceDirectoryView.swift:5555,Исторический,duplicate_exact_text,explore,Reference canonical item txt-ff461c1745a1; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-949a73656dd6,YouNew/Views/ProvinceDirectoryView.swift:5555,Международный,duplicate_exact_text,explore,Reference canonical item txt-97450fba8bc3; do not store another copy.,false,,,Duplicate occurrences: 5.
txt-e9188a9a4787,YouNew/Views/ProvinceDirectoryView.swift:5573,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-2881fd7b1d0c,YouNew/Views/ProvinceDirectoryView.swift:5575,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-da0f6a0a0393,YouNew/Views/ProvinceDirectoryView.swift:5576,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-ebf47f4aac57,YouNew/Views/ProvinceDirectoryView.swift:5578,'s-Hertogenbosch,duplicate_exact_text,explore,Reference canonical item txt-ad5d8bd4ebee; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-3fbebff8c970,YouNew/Views/ProvinceDirectoryView.swift:5589,North Holland,duplicate_cross_category|duplicate_exact_text|localized_name_requires_canonical_link,explore,Reference canonical item txt-c7826b14ae6d; do not store another copy.,false,https://www.noord-holland.nl/,2026-07-11,Duplicate occurrences: 8.
txt-bcc39b3eacb4,YouNew/Views/ProvinceDirectoryView.swift:5589,Северная Голландия,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-445e5e84aca6; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-09ef62a21fd6,YouNew/Views/ProvinceDirectoryView.swift:5591,South Holland,duplicate_cross_category|duplicate_exact_text|localized_name_requires_canonical_link,explore,Reference canonical item txt-8806ea26e91f; do not store another copy.,false,https://www.zuid-holland.nl/,2026-07-11,Duplicate occurrences: 15.
txt-5e3de864effe,YouNew/Views/ProvinceDirectoryView.swift:5591,Южная Голландия,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-f50dff94aa50; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-099b12a20fc6,YouNew/Views/ProvinceDirectoryView.swift:5595,Гелдерланд,duplicate_exact_text,explore,Reference canonical item txt-21369d3535ed; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-baae16eb3c30,YouNew/Views/ProvinceDirectoryView.swift:5597,North Brabant,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-ecad4ef9588e; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-c53523ad1375,YouNew/Views/ProvinceDirectoryView.swift:5597,Северный Брабант,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b79b061d8b98; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-28821f5ebb51,YouNew/Views/ProvinceDirectoryView.swift:5601,Оверэйссел,duplicate_exact_text,explore,Reference canonical item txt-355197a2c335; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-40fc72290a8e,YouNew/Views/ProvinceDirectoryView.swift:5603,Флеволанд,duplicate_exact_text,explore,Reference canonical item txt-302611c941fb; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-45eacba8de3f,YouNew/Views/ProvinceDirectoryView.swift:5605,Гронинген,duplicate_exact_text,explore,Reference canonical item txt-0d4499099446; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-1a136f8d2b3b,YouNew/Views/ProvinceDirectoryView.swift:5607,Фрисландия,duplicate_exact_text,explore,Reference canonical item txt-976488d974e4; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-065bf61d0494,YouNew/Views/ProvinceDirectoryView.swift:5611,Зеландия,duplicate_exact_text,explore,Reference canonical item txt-4aa00f5faca1; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-27e0d02a5740,YouNew/Views/ProvinceDirectoryView.swift:5620,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-c3d9aed8e53e,YouNew/Views/ProvinceDirectoryView.swift:5623,'s-Hertogenbosch,duplicate_exact_text,explore,Reference canonical item txt-ad5d8bd4ebee; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-61bba9606981,YouNew/Views/ProvinceDirectoryView.swift:5637,City rights 1266,fact_requires_verification,explore,City rights 1266,true,,,
txt-bff17261cf2f,YouNew/Views/ProvinceDirectoryView.swift:5637,Stadsrechten 1266,fact_requires_verification,explore,Stadsrechten 1266,true,,,
txt-d207ba31f3fc,YouNew/Views/ProvinceDirectoryView.swift:5637,Городские права 1266,fact_requires_verification,explore,Городские права 1266,true,,,
txt-672e4e85b16e,YouNew/Views/ProvinceDirectoryView.swift:5638,City rights c. 1306,fact_requires_verification,explore,City rights c. 1306,true,,,
txt-62aa61849b15,YouNew/Views/ProvinceDirectoryView.swift:5638,Stadsrechten ca. 1306,fact_requires_verification,explore,Stadsrechten ca. 1306,true,,,
txt-ec43eb0f504d,YouNew/Views/ProvinceDirectoryView.swift:5638,Городские права ок. 1306,fact_requires_verification,explore,Городские права ок. 1306,true,,,
txt-370bc67838bd,YouNew/Views/ProvinceDirectoryView.swift:5639,City rights 1340,fact_requires_verification,explore,City rights 1340,true,,,
txt-632df09c98e5,YouNew/Views/ProvinceDirectoryView.swift:5639,Stadsrechten 1340,fact_requires_verification,explore,Stadsrechten 1340,true,,,
txt-8b9adf284ce0,YouNew/Views/ProvinceDirectoryView.swift:5639,Городские права 1340,fact_requires_verification,explore,Городские права 1340,true,,,
txt-17daa98c9fe4,YouNew/Views/ProvinceDirectoryView.swift:5640,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-10621cf3e5ce,YouNew/Views/ProvinceDirectoryView.swift:5641,Roman roots,duplicate_exact_text,explore,Reference canonical item txt-10621cf3e5ce; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-3650aae5488c,YouNew/Views/ProvinceDirectoryView.swift:5641,Romeinse oorsprong,duplicate_exact_text,explore,Reference canonical item txt-3650aae5488c; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-233421f060c2,YouNew/Views/ProvinceDirectoryView.swift:5641,Римские корни,duplicate_exact_text,explore,Reference canonical item txt-233421f060c2; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9b88d8cdc69c,YouNew/Views/ProvinceDirectoryView.swift:5642,City rights 1232,fact_requires_verification,explore,City rights 1232,true,,,
txt-9846ec842736,YouNew/Views/ProvinceDirectoryView.swift:5642,Stadsrechten 1232,fact_requires_verification,explore,Stadsrechten 1232,true,,,
txt-c69afadcdbc7,YouNew/Views/ProvinceDirectoryView.swift:5642,Городские права 1232,fact_requires_verification,explore,Городские права 1232,true,,,
txt-a7e50819fdf6,YouNew/Views/ProvinceDirectoryView.swift:5643,City rights 1040,fact_requires_verification,explore,City rights 1040,true,,,
txt-9452dc3a54e2,YouNew/Views/ProvinceDirectoryView.swift:5643,Stadsrechten 1040,fact_requires_verification,explore,Stadsrechten 1040,true,,,
txt-72cd36927e89,YouNew/Views/ProvinceDirectoryView.swift:5643,Городские права 1040,fact_requires_verification,explore,Городские права 1040,true,,,
txt-908c6a27bcab,YouNew/Views/ProvinceDirectoryView.swift:5644,Roman roots,duplicate_exact_text,explore,Reference canonical item txt-10621cf3e5ce; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-992c681bfa27,YouNew/Views/ProvinceDirectoryView.swift:5644,Romeinse oorsprong,duplicate_exact_text,explore,Reference canonical item txt-3650aae5488c; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b7bf8fb8d4d2,YouNew/Views/ProvinceDirectoryView.swift:5644,Римские корни,duplicate_exact_text,explore,Reference canonical item txt-233421f060c2; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-e74763be5b14,YouNew/Views/ProvinceDirectoryView.swift:5662,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-aa8612ffa3a4,YouNew/Views/ProvinceDirectoryView.swift:5673,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-8fe619058ea5,YouNew/Views/ProvinceDirectoryView.swift:5684,Пояс каналов,duplicate_exact_text,explore,Reference canonical item txt-06d76e4c6a8c; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-244c3d1fbffb,YouNew/Views/ProvinceDirectoryView.swift:5685,Old centre,duplicate_exact_text,explore,Reference canonical item txt-63486ebf6425; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ef87c579428e,YouNew/Views/ProvinceDirectoryView.swift:5685,Старый центр,duplicate_exact_text,explore,Reference canonical item txt-61ca4343f360; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-45fe0114fc41,YouNew/Views/ProvinceDirectoryView.swift:5686,Kop van Zuid,duplicate_exact_text,explore,Reference canonical item txt-45fe0114fc41; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-45fe0114fc41,YouNew/Views/ProvinceDirectoryView.swift:5686,Kop van Zuid,duplicate_exact_text,explore,Reference canonical item txt-45fe0114fc41; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-65522cdd1256,YouNew/Views/ProvinceDirectoryView.swift:5687,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-beae14c5e772,YouNew/Views/ProvinceDirectoryView.swift:5687,Схевенинген,duplicate_exact_text,explore,Reference canonical item txt-51f66761a6ba; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-ee1487eb1deb,YouNew/Views/ProvinceDirectoryView.swift:5690,City centre,duplicate_exact_text,explore,Reference canonical item txt-4decbb67b5ca; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-5da3358d3eca,YouNew/Views/ProvinceDirectoryView.swift:5690,Центр города,duplicate_exact_text,explore,Reference canonical item txt-b6c1bf130103; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-b1a3e6f13281,YouNew/Views/ProvinceDirectoryView.swift:5692,City centre,duplicate_exact_text,explore,Reference canonical item txt-4decbb67b5ca; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-ca1522d8487d,YouNew/Views/ProvinceDirectoryView.swift:5692,Центр города,duplicate_exact_text,explore,Reference canonical item txt-b6c1bf130103; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-178c2012430d,YouNew/Views/ProvinceDirectoryView.swift:5700,Erasmus Bridge,duplicate_exact_text,explore,Reference canonical item txt-46d26e4b1e97; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-a5c024ee137e,YouNew/Views/ProvinceDirectoryView.swift:5700,Мост Эразма,duplicate_exact_text,explore,Reference canonical item txt-6f8c8e58552b; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-8e0f7ded1f79,YouNew/Views/ProvinceDirectoryView.swift:5701,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-537e904f5a7e,YouNew/Views/ProvinceDirectoryView.swift:5702,Dom Tower,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-94dc4eb1dbbe; do not store another copy.,false,,,Duplicate occurrences: 11.
txt-c227336d23a0,YouNew/Views/ProvinceDirectoryView.swift:5704,Forum Groningen,duplicate_exact_text,explore,Reference canonical item txt-21ca86dd9809; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-c227336d23a0,YouNew/Views/ProvinceDirectoryView.swift:5704,Forum Groningen,duplicate_exact_text,explore,Reference canonical item txt-21ca86dd9809; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-7b3a66d48221,YouNew/Views/ProvinceDirectoryView.swift:5705,Basilica of Saint Servatius,duplicate_exact_text,explore,Reference canonical item txt-1d4a7c7dd3a5; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-035d2babc7fa,YouNew/Views/ProvinceDirectoryView.swift:5705,Базилика Святого Серватия,duplicate_exact_text,explore,Reference canonical item txt-0dfb5945455f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-eeb17971abb6,YouNew/Views/ProvinceDirectoryView.swift:5706,City hall,duplicate_exact_text,explore,Reference canonical item txt-63794503b3bb; do not store another copy.,false,,,Duplicate occurrences: 6.
txt-c2e6413b8ac0,YouNew/Views/ProvinceDirectoryView.swift:5712,King's Day,duplicate_exact_text,explore,Reference canonical item txt-8d33e86dacce; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-5b6d29d2e3fe,YouNew/Views/ProvinceDirectoryView.swift:5712,День короля,duplicate_exact_text,explore,Reference canonical item txt-0a50e2ce28f4; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-ff59bd69b24d,YouNew/Views/ProvinceDirectoryView.swift:5713,Leidens Ontzet,duplicate_exact_text,explore,Reference canonical item txt-ff59bd69b24d; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-ff59bd69b24d,YouNew/Views/ProvinceDirectoryView.swift:5713,Leidens Ontzet,duplicate_exact_text,explore,Reference canonical item txt-ff59bd69b24d; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-9aa243ba94f6,YouNew/Views/ProvinceDirectoryView.swift:5715,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-53b163242814,YouNew/Views/ProvinceDirectoryView.swift:5717,Dutch Design Week,duplicate_exact_text,explore,Reference canonical item txt-206bd3f82c1d; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-53b163242814,YouNew/Views/ProvinceDirectoryView.swift:5717,Dutch Design Week,duplicate_exact_text,explore,Reference canonical item txt-206bd3f82c1d; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-53b163242814,YouNew/Views/ProvinceDirectoryView.swift:5717,Dutch Design Week,duplicate_exact_text,explore,Reference canonical item txt-206bd3f82c1d; do not store another copy.,false,,,Duplicate occurrences: 7.
txt-29cd9c69db33,YouNew/Views/ProvinceDirectoryView.swift:5719,TEFAF Maastricht,duplicate_exact_text,explore,Reference canonical item txt-29cd9c69db33; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-29cd9c69db33,YouNew/Views/ProvinceDirectoryView.swift:5719,TEFAF Maastricht,duplicate_exact_text,explore,Reference canonical item txt-29cd9c69db33; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-29cd9c69db33,YouNew/Views/ProvinceDirectoryView.swift:5719,TEFAF Maastricht,duplicate_exact_text,explore,Reference canonical item txt-29cd9c69db33; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-f596df52078f,YouNew/Views/ProvinceDirectoryView.swift:5758,coat of arms,duplicate_exact_text,explore,Reference canonical item txt-388f759f4931; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-90d8603b8625,YouNew/Views/NetherlandsInteractiveMapView.swift:362,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-d8ae93bfcf3a,YouNew/Views/NetherlandsInteractiveMapView.swift:371,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-442057348370,YouNew/Views/NetherlandsInteractiveMapView.swift:474,Select North Holland,localized_name_requires_canonical_link,explore,Select Noord-Holland,false,https://www.noord-holland.nl/,,
txt-6c5ae0760b54,YouNew/Views/NetherlandsInteractiveMapView.swift:1197,Autonomous constituent country. Part of the Kingdom of the Netherlands since 1986. Located near Venezuela.,fact_requires_verification|scope_ambiguity,explore,Autonomous constituent country. Part of the Kingdom of the Netherlands since 1986. Located near Venezuela.,true,https://www.government.nl/faq/what-are-the-different-parts-of-the-kingdom-of-the-netherlands,,
txt-33c3b30cea48,YouNew/Views/NetherlandsInteractiveMapView.swift:1198,Autonomous constituent country since 2010. Largest of the ABC islands. Dutch is an official language.,fact_requires_verification,official-services,Autonomous constituent country since 2010. Largest of the ABC islands. Dutch is an official language.,true,,,
txt-064bc0ac52ec,YouNew/Views/NetherlandsInteractiveMapView.swift:1199,Sint Maarten,duplicate_exact_text,explore,Reference canonical item txt-064bc0ac52ec; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-243ae2f54fcd,YouNew/Views/NetherlandsInteractiveMapView.swift:1199,Autonomous country comprising the southern half of Saint Martin island. Smallest country by area in the Kingdom.,fact_requires_verification,explore,Autonomous country comprising the southern half of Saint Martin island. Smallest country by area in the Kingdom.,true,,,
txt-79c94da40cc7,YouNew/Views/NetherlandsInteractiveMapView.swift:1200,BES Islands,duplicate_exact_text,explore,Reference canonical item txt-79c94da40cc7; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-4c2c123fcbd0,YouNew/Views/NetherlandsInteractiveMapView.swift:1200,Special municipality of the Netherlands since 2010. Famous for diving. Uses the US dollar as currency.,fact_requires_verification,official-services,Special municipality of the Netherlands since 2010. Famous for diving. Uses the US dollar as currency.,true,,,
txt-915add6a9910,YouNew/Views/NetherlandsInteractiveMapView.swift:1201,Sint Eustatius,duplicate_exact_text,explore,Reference canonical item txt-915add6a9910; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-082caf1d6654,YouNew/Views/NetherlandsInteractiveMapView.swift:1201,BES Islands,duplicate_exact_text,explore,Reference canonical item txt-79c94da40cc7; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-eacfc6a54579,YouNew/Views/NetherlandsInteractiveMapView.swift:1202,BES Islands,duplicate_exact_text,explore,Reference canonical item txt-79c94da40cc7; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-b589d00542e0,YouNew/Views/NetherlandsInteractiveMapView.swift:1202,Smallest special municipality. Mount Scenery is the highest point of the Kingdom of the Netherlands.,fact_requires_verification|scope_ambiguity,official-services,Smallest special municipality. Mount Scenery is the highest point of the Kingdom of the Netherlands.,true,https://www.government.nl/faq/what-are-the-different-parts-of-the-kingdom-of-the-netherlands,,
txt-9bc6066950eb,YouNew/Views/NetherlandsInteractiveMapView.swift:1296,Population: \(province.population),fact_requires_verification|statistic_missing_date_or_source,explore,Population: \(province.population),true,,,
txt-05d10d6284ff,YouNew/Views/NetherlandsInteractiveMapView.swift:1300,Largest city: \(largestCity),fact_requires_verification,explore,Largest city: \(largestCity),true,,,
txt-30cb99e6cd51,YouNew/Views/NetherlandsInteractiveMapView.swift:1385,Amsterdam canals,duplicate_exact_text,explore,Reference canonical item txt-2e9b56f067ed; do not store another copy.,false,,,Duplicate occurrences: 8.
txt-000c03b1be19,YouNew/Views/NetherlandsInteractiveMapView.swift:1386,North Holland visual reference for the map summary.,localized_name_requires_canonical_link,explore,Noord-Holland visual reference for the map summary.,false,https://www.noord-holland.nl/,,
txt-e83357be7053,YouNew/Views/NetherlandsInteractiveMapView.swift:1393,Open province,duplicate_exact_text,explore,Reference canonical item txt-ea9e552fed74; do not store another copy.,false,,,Duplicate occurrences: 4.
txt-8f80ca1da500,YouNew/Views/NetherlandsInteractiveMapView.swift:1396,Open housing guide,duplicate_exact_text,housing,Reference canonical item txt-8f80ca1da500; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-7f7523b88a77,YouNew/Views/NetherlandsInteractiveMapView.swift:1460,Муниципалитеты,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-fa0a664434ed; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-c7d60e5b5ca9,YouNew/Views/NetherlandsInteractiveMapView.swift:1461,Транспорт,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-5d4abcaca041; do not store another copy.,false,,,Duplicate occurrences: 84.
txt-70d392b20092,YouNew/Views/NetherlandsInteractiveMapView.swift:1463,Медицина,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-34ef61690b14; do not store another copy.,false,,,Duplicate occurrences: 42.
txt-5eac5f230e0a,YouNew/Views/NetherlandsInteractiveMapView.swift:1466,Экстренно,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b2e50f60d534; do not store another copy.,false,,,Duplicate occurrences: 20.
txt-40dbbebfaf0f,YouNew/Views/NetherlandsInteractiveMapView.swift:1517,Overseas Territories,duplicate_exact_text,explore,Reference canonical item txt-40dbbebfaf0f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-45d238d44cad,YouNew/Views/NetherlandsInteractiveMapView.swift:1518,Overzeese Gebieden,duplicate_exact_text,explore,Reference canonical item txt-45d238d44cad; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-b4d252980cae,YouNew/Views/NetherlandsInteractiveMapView.swift:1519,Заморские территории,duplicate_exact_text,explore,Reference canonical item txt-b4d252980cae; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-820cb641b816,YouNew/Views/NetherlandsInteractiveMapView.swift:1596,Sint Maarten,duplicate_exact_text,explore,Reference canonical item txt-064bc0ac52ec; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-bc30ed076f13,YouNew/Views/NetherlandsInteractiveMapView.swift:1598,Sint Eustatius,duplicate_exact_text,explore,Reference canonical item txt-915add6a9910; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-d457af4f72a6,YouNew/Views/NetherlandsInteractiveMapView.swift:1610,Sint Maarten,duplicate_exact_text,explore,Reference canonical item txt-064bc0ac52ec; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-8b3772d654c5,YouNew/Views/NetherlandsInteractiveMapView.swift:1614,Sint Eustatius,duplicate_exact_text,explore,Reference canonical item txt-915add6a9910; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-2dcf0d85302d,YouNew/Views/NetherlandsInteractiveMapView.swift:1631,Overseas Territories,duplicate_exact_text,explore,Reference canonical item txt-40dbbebfaf0f; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-582701440659,YouNew/Views/NetherlandsInteractiveMapView.swift:1632,Overzeese Gebieden,duplicate_exact_text,explore,Reference canonical item txt-45d238d44cad; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-33485c09ddae,YouNew/Views/NetherlandsInteractiveMapView.swift:1633,Заморские территории,duplicate_exact_text,explore,Reference canonical item txt-b4d252980cae; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-cf76b81d7a03,YouNew/Views/NetherlandsInteractiveMapView.swift:1691,Население,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-c8310fe0272b; do not store another copy.,false,,,Duplicate occurrences: 20.
txt-8b807607cc22,YouNew/Views/NetherlandsInteractiveMapView.swift:1852,\(territory.population) · \(territory.status),fact_requires_verification|statistic_missing_date_or_source,explore,\(territory.population) · \(territory.status),true,,,
txt-e283324a3253,YouNew/Views/NetherlandsInteractiveMapView.swift:2339,Den Haag,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-b166a49956e5; do not store another copy.,false,,,Duplicate occurrences: 70.
txt-347ee1c2b394,YouNew/Views/NetherlandsInteractiveMapView.swift:2349,'s-Hertogenbosch,duplicate_exact_text,explore,Reference canonical item txt-ad5d8bd4ebee; do not store another copy.,false,,,Duplicate occurrences: 10.
txt-f1fc7a0350a6,YouNew/Views/NetherlandsInteractiveMapView.swift:2598,Wadden Sea,duplicate_exact_text,explore,Reference canonical item txt-9cbace65de44; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-fb95d5523ff5,YouNew/Views/NetherlandsInteractiveMapView.swift:2650,Your city,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-e33070dbd523; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-649c5767a695,YouNew/Views/NetherlandsInteractiveMapView.swift:2651,Jouw stad,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-9de5a925b980; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-290395c9e797,YouNew/Views/NetherlandsInteractiveMapView.swift:2652,Ваш город,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-604aa9879ffe; do not store another copy.,false,,,Duplicate occurrences: 3.
txt-95146634f4b4,YouNew/Views/NetherlandsInteractiveMapView.swift:2817,"\(province.localizedName(lang)) is een Nederlandse provincie met \(province.capital) als hoofdstad, ongeveer \(province.population) inwoners en \(province.municipalityCount) gemeenten. Gebruik deze kaart om steden, diensten en praktische informatie in de provincie te verkennen.",fact_requires_verification|mixed_english_dutch|statistic_missing_date_or_source,official-services,"\(province.localizedName(lang)) is een Nederlandse provincie met \(province.capital) als hoofdstad, ongeveer \(province.population) inwoners en \(province.municipalityCount) gemeenten. Gebruik deze kaart om steden, diensten en praktische informatie in de provincie te verkennen.",true,,,
txt-1ac5c69bd5e7,YouNew/Views/NetherlandsInteractiveMapView.swift:2819,"\(province.localizedName(lang)) - провинция Нидерландов со столицей \(province.capital), населением около \(province.population) и \(province.municipalityCount) муниципалитетами. Используйте эту карту, чтобы открыть города, услуги и практическую информацию по провинции.",fact_requires_verification|statistic_missing_date_or_source,official-services,"\(province.localizedName(lang)) - провинция Нидерландов со столицей \(province.capital), населением около \(province.population) и \(province.municipalityCount) муниципалитетами. Используйте эту карту, чтобы открыть города, услуги и практическую информацию по провинции.",true,,,
txt-760e950a05e4,YouNew/Views/NetherlandsInteractiveMapView.swift:2824,"\(province.localizedName(lang)) is a Dutch province with \(province.capital) as its capital, about \(province.population) residents, and \(province.municipalityCount) municipalities. Use this map to explore cities, services, and practical local information.",fact_requires_verification|generic_city_description|statistic_missing_date_or_source,official-services,"Replace with a city-specific, task-oriented description supported by an official municipal or provincial source.",true,,,
txt-8f24e995e3e2,YouNew/Views/NetherlandsInteractiveMapView.swift:3042,Провинция,duplicate_exact_text,explore,Reference canonical item txt-860cdb5be505; do not store another copy.,false,,,Duplicate occurrences: 11.
txt-742c94986514,YouNew/Views/NetherlandsInteractiveMapView.swift:3050,Население,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-c8310fe0272b; do not store another copy.,false,,,Duplicate occurrences: 20.
txt-e0b71a8daaa5,YouNew/Views/NetherlandsInteractiveMapView.swift:3058,Города провинции,duplicate_exact_text,explore,Reference canonical item txt-fa406a789cb4; do not store another copy.,false,,,Duplicate occurrences: 2.
txt-7e16512d018b,YouNew/Views/LegalInfoView.swift:325,Legal help,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-3a5b44175de2; do not store another copy.,false,,,Duplicate occurrences: 39.
txt-8b247cf4edce,YouNew/Views/LegalInfoView.swift:325,Juridische hulp,duplicate_cross_category|duplicate_exact_text,explore,Reference canonical item txt-57466f87ea54; do not store another copy.,false,,,Duplicate occurrences: 20.
